name	kind	qualified_name	file	anchor
benchmark_id	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.benchmark_id	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.md	benchmark_id
cfi_code	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.cfi_code	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.md	cfi_code
chunk_size	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.chunk_size	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.md	chunk_size
compartment_region_id	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.compartment_region_id	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.md	compartment_region_id
compartment_sector_id	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.compartment_sector_id	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.md	compartment_sector_id
country_code	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.country_code	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.md	country_code
currency_code	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.currency_code	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.md	currency_code
eet_sfdr_pai_source	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.eet_sfdr_pai_source	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.md	eet_sfdr_pai_source
eet_spi_source	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.eet_spi_source	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.md	eet_spi_source
efc_id	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.efc_id	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.md	efc_id
esg_risk_source	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.esg_risk_source	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.md	esg_risk_source
fund_type_id	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.fund_type_id	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.md	fund_type_id
has_pension_plan	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.has_pension_plan	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.md	has_pension_plan
has_savings_plan	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.has_savings_plan	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.md	has_savings_plan
id	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.id	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.md	id
ids_feed_code	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.ids_feed_code	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.md	ids_feed_code
ids_feed_number	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.ids_feed_number	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.md	ids_feed_number
ids_ticker	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.ids_ticker	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.md	ids_ticker
instrument_id	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.instrument_id	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.md	instrument_id
is_distribution	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.is_distribution	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.md	is_distribution
is_etf	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.is_etf	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.md	is_etf
is_german_riester_fund	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.is_german_riester_fund	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.md	is_german_riester_fund
isin	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.isin	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.md	isin
issuer_id	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.issuer_id	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.md	issuer_id
lei	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.lei	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.md	lei
limit	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.limit	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.md	limit
listing_id	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.listing_id	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.md	listing_id
nsin	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.nsin	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.md	nsin
offset	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.offset	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.md	offset
onData	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.onData	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.md	ondata
onError	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.onError	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.md	onerror
onFinally	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.onFinally	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.md	onfinally
operating_mic_code	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.operating_mic_code	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.md	operating_mic_code
preferred_trading_venue_strategy_code	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.preferred_trading_venue_strategy_code	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.md	preferred_trading_venue_strategy_code
rating_source	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.rating_source	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.md	rating_source
search_string	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.search_string	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.md	search_string
sector_id	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.sector_id	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.md	sector_id
segment_mic_code	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.segment_mic_code	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.md	segment_mic_code
sfdr	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.sfdr	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.md	sfdr
sort	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.sort	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.md	sort
sri	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.sri	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.md	sri
sub_sector_id	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.sub_sector_id	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.md	sub_sector_id
trading_venue_code	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.trading_venue_code	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.md	trading_venue_code
vwd_key	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.vwd_key	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundClassificationFundTypesOptions.md	vwd_key
CdapiGetFundCompartmentsOptions	interface	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.md	
asset_class_category_code	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.asset_class_category_code	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.md	asset_class_category_code
asset_class_group_code	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.asset_class_group_code	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.md	asset_class_group_code
benchmark_id	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.benchmark_id	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.md	benchmark_id
cfi_code	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.cfi_code	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.md	cfi_code
chunk_size	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.chunk_size	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.md	chunk_size
compartment_region_id	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.compartment_region_id	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.md	compartment_region_id
compartment_sector_id	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.compartment_sector_id	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.md	compartment_sector_id
country_code	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.country_code	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.md	country_code
currency_code	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.currency_code	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.md	currency_code
eet_sfdr_pai_source	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.eet_sfdr_pai_source	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.md	eet_sfdr_pai_source
eet_spi_source	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.eet_spi_source	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.md	eet_spi_source
efc_id	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.efc_id	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.md	efc_id
esg_risk_source	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.esg_risk_source	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.md	esg_risk_source
fund_type_id	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.fund_type_id	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.md	fund_type_id
has_pension_plan	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.has_pension_plan	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.md	has_pension_plan
has_savings_plan	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.has_savings_plan	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.md	has_savings_plan
id	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.id	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.md	id
ids_feed_code	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.ids_feed_code	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.md	ids_feed_code
ids_feed_number	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.ids_feed_number	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.md	ids_feed_number
ids_ticker	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.ids_ticker	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.md	ids_ticker
instrument_id	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.instrument_id	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.md	instrument_id
is_distribution	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.is_distribution	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.md	is_distribution
is_etf	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.is_etf	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.md	is_etf
is_german_riester_fund	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.is_german_riester_fund	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.md	is_german_riester_fund
isin	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.isin	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.md	isin
issuer_id	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.issuer_id	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.md	issuer_id
lei	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.lei	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.md	lei
limit	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.limit	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.md	limit
listing_id	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.listing_id	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.md	listing_id
nsin	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.nsin	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.md	nsin
offset	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.offset	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.md	offset
onData	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.onData	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.md	ondata
onError	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.onError	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.md	onerror
onFinally	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.onFinally	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.md	onfinally
operating_mic_code	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.operating_mic_code	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.md	operating_mic_code
preferred_trading_venue_strategy_code	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.preferred_trading_venue_strategy_code	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.md	preferred_trading_venue_strategy_code
rating_source	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.rating_source	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.md	rating_source
search_string	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.search_string	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.md	search_string
sector_id	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.sector_id	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.md	sector_id
segment_mic_code	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.segment_mic_code	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.md	segment_mic_code
sfdr	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.sfdr	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.md	sfdr
sort	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.sort	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.md	sort
sri	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.sri	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.md	sri
sub_sector_id	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.sub_sector_id	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.md	sub_sector_id
trading_venue_code	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.trading_venue_code	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.md	trading_venue_code
vwd_key	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.vwd_key	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompartmentsOptions.md	vwd_key
CdapiGetFundCompositionsOptions	interface	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompositionsOptions	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompositionsOptions.md	
onData	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompositionsOptions.onData	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompositionsOptions.md	ondata
onError	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompositionsOptions.onError	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompositionsOptions.md	onerror
onFinally	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompositionsOptions.onFinally	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompositionsOptions.md	onfinally
CdapiGetFundCompositionTypesOptions	interface	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompositionTypesOptions	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompositionTypesOptions.md	
onData	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompositionTypesOptions.onData	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompositionTypesOptions.md	ondata
onError	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompositionTypesOptions.onError	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompositionTypesOptions.md	onerror
onFinally	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompositionTypesOptions.onFinally	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCompositionTypesOptions.md	onfinally
CdapiGetFundComputePerformancesOptions	interface	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundComputePerformancesOptions	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundComputePerformancesOptions.md	
asset_class_category_code	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundComputePerformancesOptions.asset_class_category_code	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundComputePerformancesOptions.md	asset_class_category_code
bvi_method	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundComputePerformancesOptions.bvi_method	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundComputePerformancesOptions.md	bvi_method
do_corporate_action_adjustment	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundComputePerformancesOptions.do_corporate_action_adjustment	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundComputePerformancesOptions.md	do_corporate_action_adjustment
end_date	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundComputePerformancesOptions.end_date	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundComputePerformancesOptions.md	end_date
onData	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundComputePerformancesOptions.onData	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundComputePerformancesOptions.md	ondata
onError	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundComputePerformancesOptions.onError	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundComputePerformancesOptions.md	onerror
onFinally	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundComputePerformancesOptions.onFinally	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundComputePerformancesOptions.md	onfinally
start_date	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundComputePerformancesOptions.start_date	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundComputePerformancesOptions.md	start_date
CdapiGetFundCurrenciesOptions	interface	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCurrenciesOptions	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCurrenciesOptions.md	
onData	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCurrenciesOptions.onData	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCurrenciesOptions.md	ondata
onError	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCurrenciesOptions.onError	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCurrenciesOptions.md	onerror
onFinally	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCurrenciesOptions.onFinally	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCurrenciesOptions.md	onfinally
CdapiGetFundCustomFieldValuesOptions	interface	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCustomFieldValuesOptions	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCustomFieldValuesOptions.md	
code	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCustomFieldValuesOptions.code	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCustomFieldValuesOptions.md	code
field_name	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCustomFieldValuesOptions.field_name	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCustomFieldValuesOptions.md	field_name
fields	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCustomFieldValuesOptions.fields	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCustomFieldValuesOptions.md	fields
onData	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCustomFieldValuesOptions.onData	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCustomFieldValuesOptions.md	ondata
onError	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCustomFieldValuesOptions.onError	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCustomFieldValuesOptions.md	onerror
onFinally	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCustomFieldValuesOptions.onFinally	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundCustomFieldValuesOptions.md	onfinally
CdapiGetFundDividendFrequenciesOptions	interface	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundDividendFrequenciesOptions	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundDividendFrequenciesOptions.md	
asset_class_category_code	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundDividendFrequenciesOptions.asset_class_category_code	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundDividendFrequenciesOptions.md	asset_class_category_code
asset_class_group_code	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundDividendFrequenciesOptions.asset_class_group_code	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundDividendFrequenciesOptions.md	asset_class_group_code
benchmark_id	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundDividendFrequenciesOptions.benchmark_id	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundDividendFrequenciesOptions.md	benchmark_id
cfi_code	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundDividendFrequenciesOptions.cfi_code	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundDividendFrequenciesOptions.md	cfi_code
chunk_size	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundDividendFrequenciesOptions.chunk_size	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundDividendFrequenciesOptions.md	chunk_size
compartment_region_id	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundDividendFrequenciesOptions.compartment_region_id	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundDividendFrequenciesOptions.md	compartment_region_id
compartment_sector_id	property	SDK.InfrontSDK.CoreDataAPI.CdapiGetFundDividendFrequenciesOptions.compartment_sector_id	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiGetFundDividendFrequenciesOptions.md	compartment_sector_id
